hypothesis_id,family,direction,stop_atr15,exit,n_trades,n_days,ambiguous,gross_ev_pts,base_ev_pts,stress_ev_pts,base_evR,stress_evR,base_pf,stress_pf,wr_stress,payoff_stress,ci_lo,ci_hi,boot_p,perm_p,bh_q,matched_null_mean,incr_ok,seg_pos_frac,nseg,drop1_ev,trim_top1_ev,prelim_pass,first_fail
F01_k1.5_L10_T120,F01,1,1.0,T120,544,544,0,-1.2732,-2.1432,-2.5782,-0.1408,-0.1553,0.919,0.904,0.3015,2.094,-8.4026,3.4764,0.38640,0.04850,0.22821,-5.7747,False,0.333,15,-3.5386,-5.9527,False,G04_quality
F01_k1.5_L10_T30,F01,1,1.0,T30,544,544,0,-0.6641,-1.5341,-1.9691,-0.0826,-0.0972,0.925,0.905,0.4044,1.332,-6.3198,2.5543,0.36900,0.08559,0.34684,-5.1597,False,0.400,15,-2.5076,-4.3338,False,G04_quality
F01_k1.5_L20_T120,F01,1,2.0,T120,544,544,0,-2.9568,-3.8268,-4.2618,-0.0913,-0.0986,0.892,0.880,0.4393,1.123,-11.4362,3.2163,0.26460,0.00980,0.05736,-9.4740,False,0.333,15,-5.2253,-7.9460,False,G04_quality
F01_k1.5_L20_T30,F01,1,2.0,T30,544,544,0,-1.8186,-2.6886,-3.1236,-0.0643,-0.0715,0.884,0.867,0.4688,0.982,-8.2625,2.0968,0.23240,0.07529,0.32168,-7.2591,False,0.400,15,-3.6642,-5.4990,False,G04_quality
F01_k1.5_S10_T120,F01,-1,1.0,T120,340,340,0,-3.8112,-4.6812,-5.1162,-0.0622,-0.0760,0.835,0.821,0.3000,1.917,-12.8156,3.1603,0.20240,0.09149,0.34684,-5.7700,False,0.357,14,-6.3730,-8.5989,False,G04_quality
F01_k1.5_S10_T30,F01,-1,1.0,T30,340,340,0,-1.6962,-2.5662,-3.0012,-0.0400,-0.0538,0.870,0.850,0.4235,1.157,-8.2874,2.4444,0.26920,0.25187,0.71964,-4.1569,False,0.286,14,-2.2323,-4.4473,False,G04_quality
F01_k1.5_S20_T120,F01,-1,2.0,T120,340,340,0,0.5327,-0.3373,-0.7723,0.0031,-0.0038,0.991,0.979,0.4441,1.225,-11.7937,11.0375,0.88760,0.00110,0.00880,-7.2116,False,0.357,14,-2.7236,-6.0347,False,G04_quality
F01_k1.5_S20_T30,F01,-1,2.0,T30,340,340,0,1.1097,0.2397,-0.1953,-0.0059,-0.0128,1.012,0.990,0.4706,1.114,-7.0076,6.6942,0.96620,0.01110,0.06342,-4.9501,False,0.429,14,-1.6958,-2.7040,False,G04_quality
F01_k2.5_L10_T120,F01,1,1.0,T120,89,89,0,-10.7671,-11.6371,-12.0721,-0.4447,-0.4604,0.602,0.592,0.1685,2.920,-25.9190,5.6601,0.15720,0.84922,1.00000,-6.5136,False,0.200,10,-18.1063,-18.1063,False,G01_events
F01_k2.5_L10_T30,F01,1,1.0,T30,89,89,0,-3.0161,-3.8861,-4.3211,-0.1605,-0.1762,0.826,0.809,0.3258,1.675,-15.8714,8.5433,0.45840,0.48775,1.00000,-5.7830,False,0.400,10,-7.5570,-7.5570,False,G01_events
F01_k2.5_L20_T120,F01,1,2.0,T120,89,89,0,-8.9266,-9.7966,-10.2316,-0.1611,-0.1690,0.770,0.762,0.3371,1.498,-31.3110,14.0237,0.36220,0.53465,1.00000,-9.7904,False,0.300,10,-16.2449,-16.2449,False,G01_events
F01_k2.5_L20_T30,F01,1,2.0,T30,89,89,0,-6.0746,-6.9446,-7.3796,-0.1275,-0.1353,0.760,0.747,0.4157,1.050,-21.4651,7.7536,0.31080,0.56534,1.00000,-8.8677,False,0.300,10,-10.6504,-10.6504,False,G01_events
F01_k2.5_S10_T120,F01,-1,1.0,T120,32,32,0,-9.4799,-10.3499,-10.7849,-0.0087,-0.0194,0.769,0.761,0.2812,1.945,-49.5600,32.9138,0.60300,0.20678,0.67874,-13.2672,False,1.000,1,-24.7117,-24.7117,False,G01_events
F01_k2.5_S10_T30,F01,-1,1.0,T30,32,32,0,-10.7623,-11.6323,-12.0673,0.0147,0.0040,0.699,0.690,0.3438,1.318,-44.3496,18.4059,0.45920,0.64954,1.00000,-5.1991,True,1.000,1,-3.9513,-18.6967,False,G01_events
F01_k2.5_S20_T120,F01,-1,2.0,T120,32,32,0,41.4699,40.5999,40.1649,0.3592,0.3538,1.888,1.875,0.5000,1.875,-26.8731,113.6079,0.24660,0.00020,0.00166,-17.8338,True,1.000,1,20.3252,20.3252,False,G01_events
F01_k2.5_S20_T30,F01,-1,2.0,T30,32,32,0,7.5167,6.6467,6.2117,0.0639,0.0585,1.167,1.155,0.4688,1.309,-44.6744,56.7508,0.79800,0.08409,0.34684,-7.2335,True,1.000,1,22.5879,-9.9893,False,G01_events
F02_k1.5_L10_T120,F02,1,1.0,T120,340,340,0,-1.6795,-2.5495,-2.9845,-0.0593,-0.0732,0.906,0.891,0.3412,1.721,-10.9738,6.0286,0.45600,0.99760,1.00000,4.6267,True,0.429,14,-5.2114,-7.5061,False,G04_quality
F02_k1.5_L10_T30,F02,1,1.0,T30,340,340,0,-1.7276,-2.5976,-3.0326,-0.0577,-0.0715,0.867,0.847,0.4529,1.023,-8.5838,2.9425,0.31320,0.99060,1.00000,2.1835,True,0.286,14,-4.4610,-5.6555,False,G04_quality
F02_k1.5_L20_T120,F02,1,2.0,T120,340,340,0,1.1366,0.2666,-0.1684,0.0157,0.0088,1.008,0.995,0.4824,1.068,-10.2447,10.5312,0.95820,0.99610,1.00000,5.9889,True,0.357,14,-2.3871,-4.6650,False,G04_quality
F02_k1.5_L20_T30,F02,1,2.0,T30,340,340,0,-3.0402,-3.9102,-4.3452,-0.0406,-0.0476,0.824,0.807,0.5000,0.807,-11.3575,2.7402,0.21000,0.99920,1.00000,2.5532,True,0.286,14,-2.8064,-6.9799,False,G04_quality
F02_k1.5_S10_T120,F02,-1,1.0,T120,544,544,0,8.1425,7.2725,6.8375,0.1867,0.1722,1.283,1.263,0.3327,2.534,-0.8066,15.1566,0.08160,0.77362,1.00000,8.0740,False,0.800,15,5.2512,1.2831,False,G04_quality
F02_k1.5_S10_T30,F02,-1,1.0,T30,544,544,0,3.3555,2.4855,2.0505,0.1204,0.1059,1.129,1.105,0.4393,1.411,-2.7695,7.0396,0.41340,0.74703,1.00000,5.1318,False,0.733,15,1.3693,-0.3798,False,G04_quality
F02_k1.5_S20_T120,F02,-1,2.0,T120,544,544,0,8.2351,7.3651,6.9301,0.1030,0.0957,1.224,1.209,0.4430,1.520,-2.0030,16.2048,0.13840,0.90091,1.00000,9.4442,False,0.667,15,5.3440,0.8070,False,G04_quality
F02_k1.5_S20_T30,F02,-1,2.0,T30,544,544,0,2.4856,1.6156,1.1806,0.0513,0.0440,1.075,1.054,0.4835,1.127,-4.1398,6.6301,0.66060,0.91341,1.00000,5.5741,False,0.600,15,0.4978,-1.2578,False,G04_quality
F02_k2.5_L10_T120,F02,1,1.0,T120,32,32,0,-1.3672,-2.2372,-2.6722,-0.2569,-0.2676,0.945,0.935,0.2188,3.339,-45.5148,58.8150,0.85860,0.93031,1.00000,26.6153,True,0.000,1,-27.0147,-27.0147,False,G01_events
F02_k2.5_L10_T30,F02,1,1.0,T30,32,32,0,-5.6752,-6.5452,-6.9802,-0.1898,-0.2005,0.821,0.810,0.3750,1.351,-41.2994,34.8713,0.67900,0.87181,1.00000,6.6947,True,0.000,1,-22.7278,-22.7278,False,G01_events
F02_k2.5_L20_T120,F02,1,2.0,T120,32,32,0,16.0112,15.1412,14.7062,0.1584,0.1530,1.305,1.295,0.4688,1.467,-48.6186,84.5276,0.68380,0.89321,1.00000,34.1677,False,0.000,1,-9.0757,-9.0757,False,G01_events
F02_k2.5_L20_T30,F02,1,2.0,T30,32,32,0,-3.5725,-4.4425,-4.8775,-0.0108,-0.0162,0.901,0.892,0.5312,0.787,-55.4010,44.4037,0.85120,0.86181,1.00000,8.7692,True,0.000,1,11.9335,-20.5573,False,G01_events
F02_k2.5_S10_T120,F02,-1,1.0,T120,89,89,0,15.2010,14.3310,13.8960,0.3812,0.3655,1.644,1.616,0.3371,3.179,-4.1754,34.5989,0.14040,0.55014,1.00000,16.4370,False,0.700,10,7.9779,7.9779,False,G01_events
F02_k2.5_S10_T30,F02,-1,1.0,T30,89,89,0,7.1860,6.3160,5.8810,0.1596,0.1439,1.334,1.307,0.4270,1.754,-6.6467,20.2913,0.40060,0.49515,1.00000,7.4046,False,0.500,10,1.7212,1.7212,False,G01_events
F02_k2.5_S20_T120,F02,-1,2.0,T120,89,89,0,24.0538,23.1838,22.7488,0.3045,0.2966,1.822,1.800,0.4944,1.841,-1.3491,49.4578,0.06580,0.33717,0.84292,19.1800,False,0.700,10,15.2607,15.2607,False,G01_events
F02_k2.5_S20_T30,F02,-1,2.0,T30,89,89,0,7.6144,6.7444,6.3094,0.1113,0.1035,1.300,1.278,0.5281,1.142,-8.6910,22.5028,0.42500,0.55314,1.00000,8.9617,False,0.600,10,2.1544,2.1544,False,G01_events
F03_q0.60_L10_T120,F03,1,1.0,T120,91,91,0,-2.7453,-3.6153,-4.0503,-0.2132,-0.2367,0.780,0.758,0.2747,2.002,-11.7206,4.4181,0.33680,0.85881,1.00000,-2.5630,False,0.300,10,-5.5280,-5.5280,False,G01_events
F03_q0.60_L10_T30,F03,1,1.0,T30,91,91,0,-0.4910,-1.3610,-1.7960,-0.0968,-0.1203,0.874,0.837,0.3956,1.279,-7.1896,3.7262,0.52020,0.68013,1.00000,-1.7979,False,0.500,10,-2.8737,-2.8737,False,G01_events
F03_q0.60_L20_T120,F03,1,2.0,T120,91,91,0,-1.3799,-2.2499,-2.6849,-0.0861,-0.0978,0.889,0.869,0.4505,1.060,-12.7579,7.6467,0.60200,0.83612,1.00000,-4.1930,False,0.600,10,-4.1475,-4.1475,False,G01_events
F03_q0.60_L20_T30,F03,1,2.0,T30,91,91,0,1.6695,0.7995,0.3645,-0.0161,-0.0278,1.070,1.031,0.4945,1.054,-6.5939,7.3763,0.91640,0.39896,0.92437,-3.0677,True,0.600,10,1.7331,-0.6891,False,G01_events
F03_q0.60_S10_T120,F03,-1,1.0,T120,97,97,0,7.5788,6.7088,6.2738,0.2582,0.2309,1.405,1.372,0.2577,3.950,-5.7474,20.0501,0.33320,0.14509,0.52758,5.8902,False,0.500,12,3.4491,3.4491,False,G01_events
F03_q0.60_S10_T30,F03,-1,1.0,T30,97,97,0,3.9137,3.0437,2.6087,0.1502,0.1229,1.253,1.212,0.3711,2.054,-5.5990,11.9152,0.58040,0.17238,0.59959,2.5632,False,0.500,12,0.3421,0.3421,False,G01_events
F03_q0.60_S20_T120,F03,-1,2.0,T120,97,97,0,4.0677,3.1977,2.7627,0.0793,0.0657,1.143,1.122,0.3814,1.819,-10.9460,17.2955,0.72560,0.44166,0.97245,5.7345,False,0.500,12,-0.0985,-0.0985,False,G01_events
F03_q0.60_S20_T30,F03,-1,2.0,T30,97,97,0,2.2555,1.3855,0.9505,0.0463,0.0326,1.100,1.067,0.3918,1.657,-7.7078,10.4251,0.86620,0.40056,0.92437,2.1087,False,0.500,12,-1.3333,-1.3333,False,G01_events
F03_q0.75_L10_T120,F03,1,1.0,T120,211,211,0,-0.1053,-0.9753,-1.4103,-0.0514,-0.0726,0.946,0.922,0.3270,1.898,-7.2403,4.5999,0.63540,0.64344,1.00000,-2.7454,False,0.357,14,-2.1310,-2.8335,False,G04_quality
F03_q0.75_L10_T30,F03,1,1.0,T30,211,211,0,-0.8104,-1.6804,-2.1154,-0.0945,-0.1157,0.873,0.844,0.4028,1.250,-6.3671,2.2212,0.33060,0.82852,1.00000,-0.3763,True,0.357,14,-2.6788,-3.1830,False,G04_quality
F03_q0.75_L20_T120,F03,1,2.0,T120,211,211,0,3.0252,2.1552,1.7202,0.0264,0.0158,1.097,1.076,0.5118,1.027,-6.0756,9.7422,0.65660,0.30107,0.80285,-3.6754,True,0.500,14,1.0144,0.3269,False,G04_quality
F03_q0.75_L20_T30,F03,1,2.0,T30,211,211,0,0.6721,-0.1979,-0.6329,-0.0265,-0.0371,0.987,0.958,0.5118,0.913,-5.9568,4.6425,0.80340,0.59974,1.00000,-0.7870,False,0.571,14,-0.0445,-1.6862,False,G04_quality
F03_q0.75_S10_T120,F03,-1,1.0,T120,197,197,0,9.7562,8.8862,8.4512,0.3454,0.3225,1.495,1.463,0.2995,3.421,-0.7943,18.2250,0.07400,0.00670,0.04346,5.8172,False,0.533,15,7.0787,7.0787,False,G04_quality
F03_q0.75_S10_T30,F03,-1,1.0,T30,197,197,0,2.5027,1.6327,1.1977,0.1204,0.0975,1.109,1.078,0.3655,1.872,-5.3204,7.9765,0.74320,0.22768,0.69834,2.2042,False,0.467,15,-0.1722,-0.1722,False,G04_quality
F03_q0.75_S20_T120,F03,-1,2.0,T120,197,197,0,3.4695,2.5995,2.1645,0.0932,0.0818,1.097,1.080,0.4010,1.613,-8.1504,13.1223,0.68320,0.28407,0.77474,5.6875,False,0.467,15,0.7601,0.7601,False,G04_quality
F03_q0.75_S20_T30,F03,-1,2.0,T30,197,197,0,0.3299,-0.5401,-0.9751,0.0342,0.0227,0.970,0.947,0.4061,1.385,-8.2432,6.4840,0.79140,0.57734,1.00000,1.8412,True,0.400,15,-2.3560,-2.3560,False,G04_quality
F04_m2.5_L10_T120,F04,1,1.0,T120,423,423,0,-1.3655,-2.2355,-2.6705,-0.0921,-0.1048,0.920,0.906,0.3475,1.701,-9.3187,4.3853,0.44900,0.00010,0.00092,-13.5122,False,0.267,15,-3.5517,-5.7366,False,G04_quality
F04_m2.5_L10_T30,F04,1,1.0,T30,423,423,0,-0.9542,-1.8242,-2.2592,-0.0236,-0.0363,0.907,0.886,0.4704,0.998,-6.6639,2.3099,0.33120,0.00240,0.01745,-10.7163,False,0.400,15,-2.8574,-4.0600,False,G04_quality
F04_m2.5_L20_T120,F04,1,2.0,T120,423,423,0,-4.1047,-4.9747,-5.4097,-0.0772,-0.0835,0.859,0.848,0.4492,1.040,-13.5949,2.9968,0.20380,0.00010,0.00092,-22.1145,False,0.267,15,-6.2974,-8.5020,False,G04_quality
F04_m2.5_L20_T30,F04,1,2.0,T30,423,423,0,0.6841,-0.1859,-0.6209,-0.0045,-0.0109,0.990,0.968,0.5272,0.868,-5.3915,4.2225,0.81340,0.00010,0.00092,-14.0172,False,0.333,15,-1.2152,-2.4061,False,G04_quality
F04_m2.5_S10_T120,F04,-1,1.0,T120,393,393,0,-3.5370,-4.4070,-4.8420,-0.1299,-0.1438,0.816,0.801,0.3461,1.513,-10.8154,1.3666,0.12720,0.00020,0.00166,-14.5320,False,0.143,14,-5.8198,-7.2839,False,G04_quality
F04_m2.5_S10_T30,F04,-1,1.0,T30,393,393,0,-2.8651,-3.7351,-4.1701,-0.0722,-0.0862,0.756,0.732,0.4122,1.043,-7.9411,-0.3379,0.03280,0.01290,0.07199,-10.2550,False,0.357,14,-3.5395,-5.2626,False,G04_quality
F04_m2.5_S20_T120,F04,-1,2.0,T120,393,393,0,-2.3337,-3.2037,-3.6387,-0.0643,-0.0712,0.881,0.866,0.4198,1.196,-11.1544,3.9021,0.33080,0.00010,0.00092,-21.7716,False,0.286,14,-2.3688,-6.6579,False,G04_quality
F04_m2.5_S20_T30,F04,-1,2.0,T30,393,393,0,-3.2123,-4.0823,-4.5173,-0.0329,-0.0399,0.745,0.722,0.4326,0.948,-9.1322,-0.2501,0.03680,0.00560,0.03733,-12.1874,False,0.357,14,-3.2496,-5.6125,False,G04_quality
F04_m3.5_L10_T120,F04,1,1.0,T120,174,174,0,4.3587,3.4887,3.0537,-0.0149,-0.0269,1.130,1.113,0.3506,2.062,-8.8494,16.1046,0.64580,0.00010,0.00092,-15.1149,True,0.429,14,-0.4067,-0.4067,False,G04_quality
F04_m3.5_L10_T30,F04,1,1.0,T30,174,174,0,5.9998,5.1298,4.6948,0.0838,0.0718,1.278,1.252,0.5172,1.169,-3.2561,13.2416,0.25020,0.00010,0.00092,-10.9643,True,0.643,14,2.9925,2.9925,False,G04_quality
F04_m3.5_L20_T120,F04,1,2.0,T120,174,174,0,-2.2861,-3.1561,-3.5911,-0.0673,-0.0733,0.912,0.901,0.4368,1.162,-17.5747,11.2915,0.61480,0.00010,0.00092,-24.4168,False,0.357,14,-7.0899,-7.0899,False,G04_quality
F04_m3.5_L20_T30,F04,1,2.0,T30,174,174,0,5.4715,4.6015,4.1665,0.0375,0.0315,1.227,1.204,0.5747,0.891,-4.8483,13.1558,0.36980,0.00010,0.00092,-15.0456,True,0.571,14,2.4611,2.4611,False,G04_quality
F04_m3.5_S10_T120,F04,-1,1.0,T120,110,110,0,-9.7157,-10.5857,-11.0207,-0.3455,-0.3593,0.623,0.612,0.2909,1.491,-22.2821,0.9619,0.06620,0.02910,0.14858,-19.5044,False,0.200,10,-8.8156,-12.9035,False,G04_quality
F04_m3.5_S10_T30,F04,-1,1.0,T30,110,110,0,-5.2458,-6.1158,-6.5508,-0.1742,-0.1879,0.652,0.633,0.4000,0.950,-14.8630,1.7143,0.12200,0.08779,0.34684,-13.4677,False,0.200,10,-4.3047,-7.9980,False,G04_quality
F04_m3.5_S20_T120,F04,-1,2.0,T120,110,110,0,-4.1688,-5.0388,-5.4738,-0.1057,-0.1126,0.848,0.836,0.4000,1.254,-23.5550,12.9797,0.55920,0.00010,0.00092,-30.5889,False,0.400,10,-0.9236,-9.7002,False,G04_quality
F04_m3.5_S20_T30,F04,-1,2.0,T30,110,110,0,-6.4224,-7.2924,-7.7274,-0.0768,-0.0837,0.623,0.606,0.4091,0.875,-20.3547,2.5518,0.15260,0.06769,0.29539,-16.2750,False,0.300,10,-3.1979,-9.1854,False,G04_quality
F05BASE_L10_T120,F05BASE,1,1.0,T120,649,649,0,6.3068,5.4368,5.0018,0.0737,0.0549,1.253,1.230,0.3159,2.663,-0.3319,10.6210,0.06820,0.00490,nan,1.1895,True,0.733,15,4.1829,1.6295,False,G04_quality
F05BASE_L10_T30,F05BASE,1,1.0,T30,649,649,0,2.3317,1.4617,1.0267,-0.0261,-0.0450,1.081,1.056,0.3667,1.824,-2.7327,4.8508,0.58560,0.05009,nan,-0.8833,True,0.467,15,0.5862,-0.7560,False,G04_quality
F05BASE_S10_T120,F05BASE,-1,1.0,T120,656,656,0,0.6747,-0.1953,-0.6303,0.0645,0.0458,0.992,0.974,0.2424,3.044,-6.2352,5.3241,0.79400,0.35796,nan,2.4620,True,0.600,15,-1.9709,-5.0048,False,G04_quality
F05BASE_S10_T30,F05BASE,-1,1.0,T30,656,656,0,-1.3388,-2.2088,-2.6438,-0.0018,-0.0205,0.883,0.862,0.3613,1.523,-6.1260,1.0095,0.15020,0.74983,nan,-0.4464,True,0.467,15,-2.9924,-4.3443,False,G04_quality
F06_L10_T120,F06,1,1.0,T120,793,793,0,1.1782,0.3082,-0.1268,0.0210,0.0035,1.014,0.994,0.3569,1.792,-4.2180,4.0476,0.94180,0.99910,1.00000,4.5276,True,0.600,15,-0.9741,-2.6103,False,G04_quality
F06_L10_T30,F06,1,1.0,T30,793,793,0,1.4419,0.5719,0.1369,0.0026,-0.0150,1.040,1.010,0.4527,1.220,-2.4534,2.8758,0.92380,0.86791,1.00000,1.2752,False,0.467,15,-0.3013,-1.3436,False,G04_quality
F06_L20_T120,F06,1,2.0,T120,793,793,0,0.3829,-0.4871,-0.9221,0.0089,0.0001,0.983,0.968,0.4855,1.026,-5.9864,4.4517,0.72640,1.00000,1.00000,5.4008,True,0.400,15,-1.7704,-3.5643,False,G04_quality
F06_L20_T30,F06,1,2.0,T30,793,793,0,0.9882,0.1182,-0.3168,-0.0062,-0.0150,1.007,0.981,0.5183,0.911,-3.4205,2.6866,0.83820,0.94851,1.00000,1.2349,True,0.333,15,-0.7556,-1.8439,False,G04_quality
F06_S10_T120,F06,-1,1.0,T120,588,588,0,-1.0770,-1.9470,-2.3820,0.0122,-0.0004,0.938,0.924,0.3095,2.062,-8.9838,4.7239,0.49400,0.99960,1.00000,6.3371,True,0.400,15,-3.9392,-6.3822,False,G04_quality
F06_S10_T30,F06,-1,1.0,T30,588,588,0,-3.4352,-4.3052,-4.7402,-0.0503,-0.0629,0.812,0.796,0.3912,1.238,-9.0426,-0.4732,0.02960,1.00000,1.00000,3.5289,True,0.200,15,-5.1179,-6.5008,False,G04_quality
F06_S20_T120,F06,-1,2.0,T120,588,588,0,-1.8444,-2.7144,-3.1494,0.0133,0.0070,0.933,0.922,0.4490,1.132,-11.5181,5.4017,0.45920,0.99980,1.00000,6.6705,True,0.333,15,-4.7080,-7.1657,False,G04_quality
F06_S20_T30,F06,-1,2.0,T30,588,588,0,-2.7109,-3.5809,-4.0159,-0.0142,-0.0205,0.857,0.841,0.4609,0.983,-9.0596,1.1229,0.13060,0.99950,1.00000,3.7555,True,0.200,15,-3.3037,-5.7703,False,G04_quality
F07_k2_L10_T30,F07,1,1.0,T30,868,868,0,0.5682,-0.3018,-0.7368,-0.0506,-0.0658,0.983,0.960,0.4182,1.335,-3.8115,2.4076,0.64620,0.00010,0.00092,-8.1601,False,0.333,15,-1.2298,-2.7281,False,G04_quality
F07_k2_L10_TGT,F07,1,1.0,TGT,868,868,0,0.8669,-0.0031,-0.4381,-0.0332,-0.0484,1.000,0.983,0.3376,1.928,-4.5378,3.8041,0.84380,0.00010,0.00092,-13.6233,False,0.400,15,-0.8391,-2.5146,False,G04_quality
F07_k2_L20_T30,F07,1,2.0,T30,868,868,0,-0.9675,-1.8375,-2.2725,-0.0460,-0.0536,0.913,0.894,0.4804,0.967,-5.9084,1.5306,0.24360,0.00020,0.00166,-10.2911,False,0.333,15,-2.7673,-4.2865,False,G04_quality
F07_k2_L20_TGT,F07,1,2.0,TGT,868,868,0,0.8032,-0.0668,-0.5018,-0.0365,-0.0441,0.998,0.985,0.4758,1.086,-5.9538,4.7623,0.83560,0.00010,0.00092,-15.3018,False,0.400,15,-0.9029,-2.6429,False,G04_quality
F07_k2_S10_T30,F07,-1,1.0,T30,928,928,0,-1.0758,-1.9458,-2.3808,-0.0685,-0.0843,0.861,0.832,0.4170,1.164,-4.7062,0.0103,0.05020,0.00010,0.00092,-7.7280,False,0.333,15,-2.7002,-4.0160,False,G04_quality
F07_k2_S10_TGT,F07,-1,1.0,TGT,928,928,0,-2.6535,-3.5235,-3.9585,-0.1371,-0.1528,0.851,0.834,0.3265,1.721,-7.5028,-0.3668,0.02940,0.00010,0.00092,-11.5737,False,0.400,15,-4.2076,-5.9430,False,G04_quality
F07_k2_S20_T30,F07,-1,2.0,T30,928,928,0,-0.8105,-1.6805,-2.1155,-0.0264,-0.0343,0.886,0.859,0.4515,1.043,-4.9637,0.6948,0.13600,0.00010,0.00092,-8.4148,False,0.333,15,-1.6625,-3.8019,False,G04_quality
F07_k2_S20_TGT,F07,-1,2.0,TGT,928,928,0,-2.8353,-3.7053,-4.1403,-0.0874,-0.0953,0.880,0.867,0.4353,1.124,-8.7912,0.5170,0.08540,0.00010,0.00092,-13.2369,False,0.400,15,-3.6895,-6.1774,False,G04_quality
F07_k3_L10_T30,F07,1,1.0,T30,411,411,0,-4.0023,-4.8723,-5.3073,-0.1128,-0.1282,0.747,0.728,0.4015,1.085,-9.4043,-1.1926,0.01360,0.00840,0.05039,-12.2290,False,0.333,15,-5.7269,-6.7036,False,G04_quality
F07_k3_L10_TGT,F07,1,1.0,TGT,411,411,1,-4.1396,-5.0096,-5.4446,-0.0974,-0.1127,0.808,0.793,0.3066,1.794,-11.1660,0.4724,0.06900,0.00010,0.00092,-17.9131,False,0.400,15,-6.1568,-7.6530,False,G04_quality
F07_k3_L20_T30,F07,1,2.0,T30,411,411,0,-2.2029,-3.0729,-3.5079,-0.0638,-0.0715,0.847,0.828,0.4866,0.873,-8.3249,1.1503,0.14960,0.00010,0.00092,-16.1044,False,0.333,15,-4.0334,-5.1186,False,G04_quality
F07_k3_L20_TGT,F07,1,2.0,TGT,411,411,0,-3.0596,-3.9296,-4.3646,-0.0627,-0.0703,0.887,0.876,0.4355,1.135,-12.3878,3.8133,0.28580,0.00010,0.00092,-25.5806,False,0.400,15,-5.4389,-7.5378,False,G04_quality
F07_k3_S10_T30,F07,-1,1.0,T30,448,448,0,3.5183,2.6483,2.2133,0.0327,0.0159,1.228,1.187,0.4598,1.394,-1.6362,6.2060,0.26120,0.00010,0.00092,-11.0958,True,0.667,15,1.4432,0.1009,False,G04_quality
F07_k3_S10_TGT,F07,-1,1.0,TGT,448,448,0,1.2344,0.3644,-0.0706,-0.0656,-0.0824,1.018,0.997,0.3504,1.847,-5.2840,5.4381,0.96300,0.00010,0.00092,-17.4809,False,0.400,15,-0.9046,-2.5637,False,G04_quality
F07_k3_S20_T30,F07,-1,2.0,T30,448,448,0,3.1041,2.2341,1.7991,0.0076,-0.0009,1.177,1.140,0.4821,1.225,-2.7746,6.2414,0.42860,0.00010,0.00092,-12.1851,True,0.667,15,2.7474,-0.3171,False,G04_quality
F07_k3_S20_TGT,F07,-1,2.0,TGT,448,448,0,0.4536,-0.4164,-0.8514,-0.0624,-0.0708,0.983,0.966,0.4263,1.300,-7.4303,5.7578,0.79060,0.00010,0.00092,-24.5423,False,0.467,15,0.0909,-3.3682,False,G04_quality
F08_L10_CLOSE,F08,1,1.0,CLOSE,772,772,0,1.3360,0.4660,0.0310,-0.0124,-0.0250,1.017,1.001,0.3627,1.759,-6.3271,7.3553,0.96040,0.72573,1.00000,-0.4822,True,0.533,15,-2.2724,-4.8071,False,G04_quality
F08_L10_T120,F08,1,1.0,T120,772,772,0,-0.4536,-1.3236,-1.7586,-0.0689,-0.0815,0.945,0.928,0.4003,1.391,-6.8382,4.1126,0.50160,0.89901,1.00000,-0.0500,True,0.400,15,-3.5649,-5.5663,False,G04_quality
F08_L20_CLOSE,F08,1,2.0,CLOSE,772,772,0,1.9585,1.0885,0.6535,-0.0063,-0.0126,1.032,1.019,0.4728,1.136,-6.7057,8.6511,0.87840,0.92141,1.00000,-0.5435,True,0.533,15,-1.6491,-4.7182,False,G04_quality
F08_L20_T120,F08,1,2.0,T120,772,772,0,0.0911,-0.7789,-1.2139,-0.0326,-0.0389,0.971,0.956,0.4728,1.066,-6.9681,5.2568,0.68200,0.93351,1.00000,-0.0433,True,0.467,15,-3.0196,-5.2239,False,G04_quality
F08_S10_CLOSE,F08,-1,1.0,CLOSE,803,803,0,6.0932,5.2232,4.7882,0.1126,0.0988,1.187,1.169,0.3275,2.401,-1.6477,11.4498,0.15100,0.81552,1.00000,3.1681,False,0.600,15,3.6898,-0.3392,False,G04_quality
F08_S10_T120,F08,-1,1.0,T120,803,803,0,1.4874,0.6174,0.1824,0.0130,-0.0007,1.025,1.007,0.3699,1.716,-4.7099,5.2071,0.95080,0.96050,1.00000,2.0185,False,0.467,15,-0.3853,-3.1416,False,G04_quality
F08_S20_CLOSE,F08,-1,2.0,CLOSE,803,803,0,4.6283,3.7583,3.3233,0.0330,0.0262,1.107,1.094,0.4147,1.544,-3.9497,11.0034,0.37800,0.99730,1.00000,2.4061,False,0.667,15,2.2231,-1.9085,False,G04_quality
F08_S20_T120,F08,-1,2.0,T120,803,803,0,0.8039,-0.0661,-0.5011,-0.0074,-0.0143,0.998,0.983,0.4284,1.311,-6.0396,4.9778,0.84740,0.98810,1.00000,1.1488,True,0.533,15,-1.0696,-3.9603,False,G04_quality
F09_g0.3_L10_T120,F09,1,1.0,T120,392,392,0,-0.5803,-1.4503,-1.8853,0.0258,0.0069,0.942,0.926,0.2117,3.448,-9.2698,5.9039,0.61920,0.75502,1.00000,0.8065,True,0.333,15,-3.0779,-5.1520,False,G04_quality
